uid,name,pos,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
GreeTi00,Tion Green,RB,,,,,,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BennMa00,Martellus Bennett,TE,,,,,,43.6,140.6,88.4,176.6,136.4,120.1,22.9,42.5,23.4,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestTe00,Terrance West,RB,,,,,,27.1,154,23.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WoodDa02,Danny Woodhead,WR,,,,,,42.1,24.1,203.1,9.7,185.4,136.7,69.8,143.6,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PettBr01,Bryce Petty,QB,,,,,,25.3,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LacyEd00,Eddie Lacy,RB,,,,,,25.6,40.8,130.6,251.6,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RawlTh00,Thomas Rawls,RB,,,,,,27.6,69,123.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MillBr03,Braxton Miller,WR,,,,,,31.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CeleBr00,Brent Celek,TE,,,,,,25.5,22.5,71.3,54,100.2,100.9,142.1,96.1,183.1,51.3,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FaleDa00,David Fales,QB,,,,,,19.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiklTr00,Troy Niklas,TE,,,,,,24.7,0.5,17.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MurpLo00,Louis Murphy,WR,,,,,,22.1,,24.8,65.5,10.7,58.4,44.5,95.7,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FasaAn00,Anthony Fasano,TE,,,,,,22.7,24.3,53.9,59.1,49.5,85.7,91.1,96.3,59.4,104.4,27.3,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnCh04,Chris Johnson,RB,,,,,,18.2,15.5,104.2,103.4,219.2,193.5,197,250.9,367.9,228.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HannJa00,James Hanna,TE,,,,,,16.8,,12.4,6.8,13.3,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LyncPa00,Paxton Lynch,QB,,,,,,14.8,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ManuEJ00,EJ Manuel,QB,,,,,,14.1,7.4,38.8,58.7,133.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McBrTr00,Tre McBride,WR,,,,,,18.4,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TateBr00,Brandon Tate,WR,,,,,,17.1,20.5,12.9,33.9,1.1,31.6,2,89.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaylJo01,Jordan Taylor,WR,,,,,,20.7,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BersBr00,Brenton Bersin,WR,,,,,,16.8,2.7,14.4,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FiedC.00,C.J. Fiedorowicz,TE,,,,,,19.7,106.9,29.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitFo00,Fozzy Whittaker,RB,,,,,,15,59.6,29.2,35,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WardTe00,Terron Ward,RB,,,,,,13.8,16.7,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillBr04,Brandon Williams,WR,,,,,,18.6,4.6,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DunbLa00,Lance Dunbar,RB,,,,,,11.7,29.3,38.7,40.6,22.4,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoomMi00,Michael Hoomanawanui,TE,,,,,,14.2,,29.1,5.9,25.6,13.4,11.8,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OlivBr01,Branden Oliver,RB,,,,,,13.9,,28.5,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharHu01,Hunter Sharp,WR,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StewAr00,ArDarius Stewart,WR,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MartFr00,Freddie Martino,WR,,,,,,12.1,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RudoTr00,Travis Rudolph,WR,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StroJa01,Jaelen Strong,WR,,,,,,11.3,20.1,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SupePh00,Phillip Supernaw,TE,,,,,,11.9,8.2,2.7,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrayAu00,Austin Traylor,TE,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdamJe01,Jerell Adams,TE,,,,,,13.2,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneLa02,Landry Jones,QB,,,,,,8.6,33.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RainBo00,Bobby Rainey,RB,,,,,,10.5,29.6,2.9,94.6,102.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomCh05,Chris Thompson,WR,,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillKa02,Kasen Williams,WR,,,,,,12.9,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarbAm00,Amara Darboh,WR,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoldBr00,Brittan Golden,WR,,,,,,9.5,16.2,1,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McEvTa01,Tanner McEvoy,WR,,,,,,9.8,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TregBr00,Bryce Treggs,WR,,,,,,9,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FowlJa00,Jalston Fowler,RB,,,,,,6.4,2.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaylVi00,Vince Mayle,WR,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuntAk01,Akeem Hunt,RB,,,,,,7.4,15.3,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGrSe00,Sean McGrath,TE,,,,,,6.6,3.5,,,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MomaIf00,Ifeanyi Momah,WR,,,,,,5.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RipkAa00,Aaron Ripkowski,RB,,,,,,8.7,42.1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WheaMa00,Markus Wheaton,WR,,,,,,6.6,15.1,128.9,104.8,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AbbrJa00,Jared Abbrederis,WR,,,,,,5.9,1.3,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrayQu00,Quan Bray,WR,,,,,,5.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowMa02,Mack Brown,RB,,,,,,4.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClarMi00,Michael Clark,WR,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DayeMa00,Matthew Dayes,RB,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GentTa00,Tanner Gentry,QB,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReedBe01,Bernard Reedy,WR,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TelfRa00,Randall Telfer,TE,,,,,,5.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TyexWi00,Will Tye,TE,,,,,,5.8,69.5,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByrdEm00,Emanuel Byrd,TE,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeslJo00,Jordan Leslie,WR,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProsJa00,Jay Prosch,RB,,,,,,5.1,2,3.3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitDe06,De'Veon Smith,RB,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TousFi00,Fitzgerald Toussaint,RB,,,,,,4.4,10.6,6.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillAn00,Andre Williams,RB,,,,,,2.5,8.7,34.9,136.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrayMa00,MarQueis Gray,TE,,,,,,2.9,24.4,0.7,17.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HikuCo00,Cole Hikutini,TE,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhalGr00,Griff Whalen,WR,,,,,,4.3,3.2,32,1.3,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BennAr00,Arrelious Benn,WR,,,,,,1.7,20.1,,,,6.2,76.4,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaniLe00,LeShun Daniels,RB,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DougHa00,Harry Douglas,WR,,,,,,1.3,28.5,68.5,95.1,157.2,64.9,75.6,45.9,,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HamiCo00,Cobi Hamilton,WR,,,,,,1.3,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaniJe00,Jeff Janis,WR,,,,,,2.2,30.6,8.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneMa04,Matt Jones,RB,,,,,,1.4,71.3,104.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PinkLa00,Larry Pinkard,WR,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoweDa02,Darius Powe,WR,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatsTe00,Terrell Watson,RB,,,,,,0.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeemEr00,Eric Weems,WR,,,,,,1,,2,27.2,1.3,3.7,14.5,21.1,21.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CallJo00,Joe Callahan,QB,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CumbJe00,Jeff Cumberland,TE,,,,,,1.2,,10.2,54.2,76.8,68.4,4.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviAu00,Austin Davis,QB,,,,,,-0.1,,19.2,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HazeMa01,Matt Hazel,WR,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillBr01,Bronson Hill,RB,,,,,,-0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KerrJo00,Joe Kerridge,RB,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KuhnJo00,John Kuhn,RB,,,,,,0.2,48.7,23.4,18.8,22.4,34.6,59,81.3,28,23.1,1.7,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MallRy02,Ryan Malleck,TE,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCaMa01,Max McCaffrey,WR,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McFaDa00,Darren McFadden,RB,,,,,,-0.2,11.9,175.7,102.6,89.8,131.5,114.3,243.9,70.7,114.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClemKe00,Kellen Clemens,QB,,,,,,-1.1,-0.1,6.4,0.4,85.3,0.1,37.5,7.1,5.1,-1.3,76.3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RudoJa00,Jake Rudock,QB,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaysDe00,Devante Mays,RB,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaepCo00,Colin Kaepernick,QB,,,,,,,200.4,110.2,250.7,264.3,174.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MathRy00,Ryan Mathews,RB,,,,,,,138.1,114.5,62.4,197.4,117.4,211.6,129.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitSt01,Steve Smith Sr.,WR,,,,,,,148.9,108,180,130.5,178.6,224.5,87.3,176.9,219.1,192.3,218.2,286.3,9,207.2,141.8,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoldAn00,Anquan Boldin,WR,,,,,,,139.9,135.4,178.1,203.5,150.9,135.2,155.7,171.6,215,174.2,188.6,237.7,94.6,232.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HighTi00,Tim Hightower,RB,,,,,,,115.8,80.4,,,,56.9,119.7,174.1,140.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JennRa00,Rashad Jennings,RB,,,,,,,120.9,150.4,123.5,156.5,62.8,,105.2,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PittDe00,Dennis Pitta,TE,,,,,,,125.9,,20.5,32.9,139.4,78.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillDe02,DeAngelo Williams,RB,,,,,,,91.1,211.4,26.8,150.6,136.9,147.1,51.7,189.4,296.6,128.7,109.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrauSh00,Shaun Draughn,RB,,,,,,,94.4,64.4,1.9,0.2,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarnGa01,Gary Barnidge,TE,,,,,,,102.7,197.8,22.1,31.2,16.8,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MitcMa01,Malcolm Mitchell,WR,,,,,,,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CruzVi00,Victor Cruz,WR,,,,,,,82.1,,51.2,158.3,212.2,246.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RoyaEd00,Eddie Royal,WR,,,,,,,71.4,48.2,150.2,134.7,43.1,41.8,112.3,63.1,184.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreeDo00,Dorial Green-Beckham,WR,,,,,,,69.2,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HawkAn00,Andrew Hawkins,WR,,,,,,,66.9,41.1,127.4,26.2,105.8,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForsJu00,Justin Forsett,RB,,,,,,,51.6,106.9,224.9,18.8,48.7,44.8,106,145.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PattQu00,Quinton Patton,WR,,,,,,,59.3,60.9,5.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StarJa00,James Starks,RB,,,,,,,49.4,144.8,68.3,87.2,36.6,97.9,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TammJa00,Jacob Tamme,TE,,,,,,,50,101.2,27.9,34.4,93.5,33.2,120.6,5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreeLa00,Ladarius Green,TE,,,,,,,45.4,89.4,32.1,64.1,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaltBr00,Bryan Walters,WR,,,,,,,45.5,58.8,8.5,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowPh00,Corey Brown,WR,,,,,,,45.7,88,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrDu01,DuJuan Harris,RB,,,,,,,31.3,31.1,8,,30.4,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuffJo00,Josh Huff,WR,,,,,,,32.8,62.7,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiveMy00,Mychal Rivera,TE,,,,,,,34.2,50,104.4,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FarrKe02,Kenneth Farrow,RB,,,,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarsJa01,Jalin Marshall,WR,,,,,,,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnCh08,Charles Johnson,WR,,,,,,,33.2,17.2,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorwJo00,Jordan Norwood,WR,,,,,,,33.7,31.7,,,20.3,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillRo00,Ronnie Hillman,RB,,,,,,,25.9,149.4,91.8,43.7,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WilsMa02,Marquess Wilson,WR,,,,,,,26.5,66.4,28.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnAn02,Andre Johnson,WR,,,,,,,25,94.8,148.1,225.2,239.8,78.5,213.6,264.4,263,161.1,197.6,111.3,188.9,153.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrimJo01,Jonathan Grimes,RB,,,,,,,26.4,72.5,26.9,21.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CareKa00,Ka'Deem Carey,RB,,,,,,,20.6,35.3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BushRe00,Reggie Bush,RB,,,,,,,20.2,6.7,87,212.2,189.3,197.7,58.8,140,160.4,170.3,222.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JackVi00,Vincent Jackson,WR,,,,,,,24.8,90.8,145.2,203.4,224.4,199.7,51.2,205.8,186.2,100.8,98.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiDe00,Denard Robinson,RB,,,,,,,18.1,57.5,102.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SalaGr00,Greg Salas,WR,,,,,,,16.9,5.6,28.7,18.3,,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShorCe00,Cecil Shorts,WR,,,,,,,20.7,88.9,91.5,128.7,165,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyerBr00,Brandon Myers,TE,,,,,,,17.4,18.7,30,99.7,144.1,23.1,14,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoweWa00,Walt Powell,WR,,,,,,,21.2,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DonnLa00,Larry Donnell,TE,,,,,,,20.7,48.8,121.8,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FostAr00,Arian Foster,RB,,,,,,,16.3,66,254.5,97.5,282.1,278.6,359,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GillCr00,Crockett Gillmore,TE,,,,,,,17.1,81.7,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarpCh01,Chris Harper,WR,,,,,,,19.8,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpilC.00,C.J. Spiller,RB,,,,,,,15.8,64.1,62,138.3,233.8,138.5,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnPa01,Paul Turner,WR,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CameJo00,Jordan Cameron,TE,,,,,,,16,74.1,66.4,173.7,38.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneDo01,Dominique Jones,TE,,,,,,,15.6,,,4.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TodmJo00,Jordan Todman,RB,,,,,,,11.9,2.2,62.9,62.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitLu00,Lucky Whitehead,WR,,,,,,,12.5,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AyerDe00,Demarcus Ayers,WR,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillSh00,Shaun Hill,QB,,,,,,,10.2,0.1,89.8,-0.2,14.8,1.2,159.7,58.7,137.3,43.4,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnDa05,David Johnson,TE,,,,,,,13.5,-0.7,0.9,9,,21.1,6.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitAn01,Antone Smith,RB,,,,,,,13.4,1.1,71.1,28.5,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WrigJa03,James Wright,WR,,,,,,,16.5,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtkiGe01,George Atkinson,RB,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EscoGa00,Gavin Escobar,TE,,,,,,,11,14.4,39,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReecMa00,Marcel Reece,RB,,,,,,,11.8,63.5,57.5,95.8,108.7,64.8,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomJu01,Juwan Thompson,RB,,,,,,,8.6,12.9,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitCh02,Charlie Whitehurst,QB,,,,,,,9.4,4.1,87,-0.5,,13.2,36.6,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoykTr00,Trevone Boykin,QB,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HamlCo01,Connor Hamlett,TE,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillWe00,Wendall Williams,WR,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BurbAa00,Aaron Burbridge,WR,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeltJe00,Jerome Felton,RB,,,,,,,10,1.9,8.7,6.7,5,7,15,24.4,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MumpKe00,Keith Mumphery,WR,,,,,,,11.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmarJa00,Jace Amaro,TE,,,,,,,7.4,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BostBr00,Brandon Bostick,TE,,,,,,,10.3,,7.3,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CookCo00,Connor Cook,QB,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TialD.00,D.J. Tialavea,TE,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviKn00,Knile Davis,RB,,,,,,,7.8,16.6,113,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RomoTo00,Tony Romo,QB,,,,,,,5.2,40.7,266.3,260.9,279.4,276,99.1,273.8,204,295.3,174.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
