uid,name,pos,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
CateMi20,Mike Caterbone,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,
DarrCh20,Chris Darrington,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,
EmerLa20,Larry Emery,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,
GladCh21,Charles Gladman,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,
GonzLe20,Leon Gonzalez,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,3.3,,,,,,,,,,,,,,,
GranNo20,Norm Granger,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,
HawtGr00,Greg Hawthorne,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,31.7,11.7,16.2,44.2,49,21.1,62.4,25,,,,,,,,,
IngrKe20,Kevin Ingram,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,
QuarBe20,Bernard Quarles,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,
RileEr20,Eric Riley,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,
ScotMa00,Malcolm Scott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,29.1,,,,,,,,,,,,,
ShepJo20,Johnny Shepherd,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,
TrahJo20,John Trahan,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
WeigLe20,Lee Weigel,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,
WhitGe22,Gerald White,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,
ArnoWa00,Walt Arnold,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,38.9,53.9,21,25.7,,43.2,16,,,,,,,,,,
BengBr20,Brant Bengen,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,
BrowRo23,Ron Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,
BursTo20,Tony Burse,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,
FryePh20,Phil Frye,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,
GillWi20,Willie Gillespie,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,2.3,,,,,,,,,,,,,,,,
HawkFr00,Frank Hawkins,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,53.6,81.8,61.2,123.6,29.4,31.4,,,,,,,,,,,
KingBr00,Bruce King,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,1,16.3,,,,,,,,,,,,,,,
KossSt20,Stein Koss,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,
LacyKe00,Ken Lacy,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,1.1,53.7,,,,,,,,,,,,,,
MeehGr20,Greg Meehan,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,
MullGa20,Gary Mullen,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,
PaytSe20,Sean Payton,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
PippWo20,Woodie Pippens,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,
SpivSe20,Sebron Spivey,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,
WalkAd20,Adam Walker,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,
WillDe00,Derwin Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,20.8,,,,,,,,,,,,,,,
WillLe21,Leonard Williams,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,
WilsBr21,Brett Wilson,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
WoldAl20,Al Wolden,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,
BeecEa20,Earl Beecham,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,
BynuRe20,Reggie Bynum,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,
CobbEr20,Eric Cobble,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
DaugRo20,Ron Daugherty,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,
DixoDw20,Dwayne Dixon,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,9.4,,,,,,,,,,,,,,
DrivSt20,Stacey Driver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,
EsteRi20,Richard Estell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,
FostDe20,Derrick Foster,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
FraiTo20,Todd Frain,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,
GlasBr20,Brian Glasgow,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,
HardDe20,Derrick Harden,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,
HarrFr20,Frank Harris,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
HarrSa20,Sam Harrell,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,-1,4,,,,,,,,,,,
HarrSt20,Steve Harris,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
HornMa20,Marty Horn,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
JeanGa20,Garland Jean-Batiste,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
JoneE.20,E.J. Jones,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,6.5,,,,,,,,,,,,,,,
McClBr20,Brian McClure,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,
MoorAl00,Alvin Moore,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,14,72,31.4,33.3,,,,,,,,,,,,,
MoorLe20,Leonard Moore,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,
MorrLa21,Larry Morris,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
NashKe20,Kenny Nash,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,
NugeTe20,Terry Nugent,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
ParkKa20,Kaulana Park,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,
PierSt20,Steve Pierce,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,
RediCo20,Corn Redick,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
RobiTo20,Tony Robinson,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,
ThomAn20,Andre Thomas,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,
TinsKe20,Keith Tinsley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,
TottWi20,Willie Totten,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,
ValeIr20,Ira Valentine,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
WalkDw20,Dwight Walker,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,15.4,55.8,15.6,,,,,,,,,,,,
WheeMa21,Mark Wheeler,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,
WittMa20,Mark Witte,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,4.3,,2.5,,,,,,,,,,,,,
BelkVe20,Veno Belk,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,
BennBe20,Ben Bennett,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
BoweSa20,Sam Bowers,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
BrowJi20,Jim Browne,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
BryaSt00,Steve Bryant,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,36.3,34.1,,,,,,,,,,,,,
ButlJe21,Jerry Butler,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
CartSt20,Steve Carter,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
ChetJo20,Joe Chetti,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,
ClarDa23,Darryl Clark,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
ColeCh20,Charles Coleman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
CoviJa20,Jaime Covington,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,
DennGl00,Glenn Dennison,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,28.5,,,,,,,,,,,,,,
DiReFr20,Fred DiRenzo,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,
EvanJo20,John Evans,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,
FarmGe00,George Farmer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,104.7,54.9,,,,,,,,,,,,
FranBy00,Byron Franklin,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,83.4,17.4,140,84.5,,0.8,,,,,,,,,,,
GaffDe00,Derrick Gaffney,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,38,32.8,32.2,31.6,63.7,75.4,105.9,,,,,,,,
GillWi21,Willie Gillus,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
HenrBe00,Bernard Henry,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,4.1,31.4,80.6,14.5,,,,,,,,,,,,
HolmWa20,Walter Holman,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
JameAr20,Arrike James,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
JohnKe20,Kelley Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
KellCh20,Chris Kelley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
KowgNi20,Nick Kowgios,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
LaveRo20,Robert Lavette,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,9.2,4.7,,,,,,,,,,,,,,,
MargKe00,Ken Margerum,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.2,37.8,,55.8,44.7,85,,,,,,,,,,,
MayxMa20,Marc May,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
McGuMo20,Monte McGuire,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,
McSwCh20,Chuck McSwain,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,-2,,,,,,,,,,,,,,
PaynRu20,Russell Payne,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,
PickCl20,Clay Pickering,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,
ReedDa20,Dan Reeder,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.4,,,,,,,,,,,,,,,,
RothPe20,Pete Roth,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
ScheEd20,Ed Schenk,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,
ScotCh22,Chuck Scott,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,10.1,,,,,,,,,,,,,,,,
SharDa20,Dan Sharp,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,
SmitJi23,Jimmy Smith,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,
SnydLo20,Loren Snyder,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,
SteeAn20,Anthony Steels,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,3.7,,,,,,,,,,,,,,,
SterJo20,John Sterling,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
StocRa20,Ralph Stockemer,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,
ThomCu20,Curtland Thomas,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
VersDa00,David Verser,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,-1,14.8,14.8,17.9,30.2,,,,,,,,,,,
WatsLo20,Louis Watson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,
WatsRe20,Remi Watson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,
WillAl22,Alonzo Williams,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,
YounTh20,Theo Young,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
ZornJi00,Jim Zorn,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,33.7,-1.1,69.7,83.1,163.5,177.2,224.3,205.3,112.6,138.4,,,,,,
BoonGr20,Greg Boone,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,
BryaCu00,Cullen Bryant,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,9.3,11,,75.6,180.8,128.1,119.4,8,26.2,87.6,10.8,6,,,
CarvMe00,Mel Carver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,7.6,77,39.5,,,,,,,,,,,,
CookKe20,Kelly Cook,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
DaviJo01,Johnny Davis,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,0.9,7.5,8.7,6.3,72.1,21.7,42.3,56.8,,,,,,,,
GrifSt21,Steve Griffin,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,
HageMi20,Mike Hagen,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
OlivDa20,Darryl Oliver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,
RiorTi20,Tim Riordan,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
ThomDe21,Derrick Thomas,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,
WallHe00,Herkie Walls,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,1.2,46.1,44,,,,,,,,,,,,,
BlouEd20,Ed Blount,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,
BritRa20,Ralph Britt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,
EspiAl21,Alex Espinoza,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,
HudsDo20,Doug Hudson,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,
MerkGu00,Guido Merkens,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,17.7,,1.6,9.4,66,,10.9,-1.9,,,,,,,,
RichGr21,Greg Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,
SmitRe21,Reggie Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-4,-3,,,,,,,,,,
WhitTo20,Todd Whitten,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,
WoodCh20,Chris Woods,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,
YarbEr20,Eric Yarber,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
ZachKe20,Ken Zachary,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,
BrigWa20,Walter Briggs,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,,,,,,,,,,,
ClemMi20,Michael Clemons,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,,,,,,,,,,,,,,,,,
JohnSa20,Sam Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,
ManuDa20,Dan Manucci,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,5.5,,,,,,,,,,
MayxDe20,Dean May,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,,,1.3,,,,,,,,,,,,,,
MillLa20,Larry Miller,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,
MillMa20,Mark Miller,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,,,,,,,,,,,
StanSc00,Scott Stankavage,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,0.3,,,,,,,,,,,,,,
PlunJi00,Jim Plunkett,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1,33.3,68.3,162.2,104,46.6,149.1,7.4,,86.8,92.2,25.5,154.4,164.9,92.8,145.3,
McMiRa00,Randy McMillan,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,150.3,129.1,142.7,52,154.3,,,,,,,,,,,
HillTo00,Tony Hill,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,189.4,146.1,145.8,78.3,141,186.2,197,142,3.1,,,,,,,
DickCu00,Curtis Dickey,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,8.5,91.3,205.5,59.5,190.3,187.9,,,,,,,,,,
JohnBo00,Bobby Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,117.8,145.5,,,,,,,,,,,,,,
MoorNa00,Nat Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1,138.7,113.1,110.3,18.2,70.5,121.2,145.2,147.2,189.4,105.6,120.4,92.8,,,,
ElliGe00,Gerry Ellis,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,117.7,142,188.1,45.8,206.3,169.1,,,,,,,,,,
BrowTe00,Ted Brown,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,136.7,136.1,167.8,105.7,260.2,238.5,90.3,,,,,,,,,
ErenRi00,Rich Erenberg,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,72.8,110.3,,,,,,,,,,,,,,
PruiMi00,Mike Pruitt,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4,58.8,91,217.1,90.6,229,209,247.1,104.2,28.2,16.4,,,,,,
ThomLe01,Leonard Thompson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,129.1,136.6,124.9,66.9,100.5,83.7,68.5,44.4,22.8,6.7,-3.2,,,,,
JoinCh00,Charlie Joiner,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,163.7,145.8,144.5,71.5,193.8,169.7,158.6,81.2,106.7,172.6,120.1,56,26.9,67.3,124.6,73.6
WonsNa00,Nathan Wonsley,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6,,,,,,,,,,,,,,,,
OrteKe00,Keith Ortego,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,,,,,,,,,,,,,,,
IverEd00,Eddie Lee Ivery,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,127.6,119.8,74.9,129.9,15.2,177.2,1.4,,,,,,,,,
SpriRo00,Ron Springs,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,11.3,111.1,199.1,70.1,188.4,102.3,83.6,,,,,,,,,
ButlJe00,Jerry Butler,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,109.5,,73.5,70.6,157.8,149.5,131.7,,,,,,,,,
GoodEu00,Eugene Goodlow,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,94.6,57.6,81.5,,,,,,,,,,,,,
GillOw20,Owen Gill,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,44.9,,,,,,,,,,,,,,,
MarsDo00,Doug Marsh,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,60,109.8,105.1,12.4,16,60.9,,,,,,,,,,
AndrWi00,William Andrews,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,,,307.1,169.6,304.1,225.9,177.7,,,,,,,,,
MoroMi00,Mike Moroski,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,12.2,42.1,22.2,7.5,5,1,12,,,,,,,,,
SampCl00,Clint Sampson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,80.2,21.8,43,,,,,,,,,,,,,
BartSt00,Steve Bartkowski,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,45.4,106.7,207.5,85.6,223.4,243.3,139.8,114.6,22.1,20.1,96,,,,,
WillKe01,Keith Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,
WrigTi00,Tim Wrightman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,58.7,,,,,,,,,,,,,,,
DuckBo00,Bobby Duckworth,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,72.7,107,82.2,8.7,,,,,,,,,,,,
HarmDe00,Derrick Harmon,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,26.5,24.9,,,,,,,,,,,,,,
RossDa00,Dan Ross,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,32.5,,87.3,91.3,153.5,123.4,78.1,,,,,,,,,
FullSt00,Steve Fuller,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,59.8,50.7,,37.2,49.2,141.4,81.8,,,,,,,,,
